date,geography_code,geography_name,ssa_t1_desc,sex,ethnicity_group,notional_nvq_level,e_and_t_aims_enrolments,e_and_t_aims_ach
2021/22,E07000167,Ryedale,"Business, Administration and Law",Male,Total,2,low,low
2021/22,E07000167,Ryedale,Not Applicable/ Not Known,Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000166,Richmondshire,"Health, Public Services and Care",Female,White,Not Assigned,low,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Total,Asian/ Asian British,Total,10,10
2021/22,E08000034,Kirklees,"Leisure, Travel and Tourism",Male,Other Ethnic Group,3,low,low
2021/22,E07000167,Ryedale,Total,Male,White,3,20,20
2021/22,E07000166,Richmondshire,Science and Mathematics,Male,White,Total,10,10
2021/22,E07000165,Harrogate,Not Applicable/ Not Known,Total,White,1,low,low
2021/22,E07000168,Scarborough,"Leisure, Travel and Tourism",Male,Not Provided,E,low,low
2021/22,E07000168,Scarborough,"History, Philosophy and Theology",Male,Asian/ Asian British,3,low,low
2021/22,E07000167,Ryedale,"Agriculture, Horticulture and Animal Care",Male,Other Ethnic Group,3,low,low
2021/22,E08000035,Leeds,"Health, Public Services and Care",Total,Asian/ Asian British,3,30,20
2021/22,E07000163,Craven,Information and Communication Technology,Male,Other Ethnic Group,1,low,low
2021/22,E08000032,Bradford,"Business, Administration and Law",Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000169,Selby,Retail and Commercial Enterprise,Total,Total,1,20,20
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Female,Black/African/Caribbean/Black British,1,low,low
2021/22,E07000163,Craven,Education and Training,Female,Other Ethnic Group,1,low,low
2021/22,E08000033,Calderdale,Education and Training,Total,Not Provided,3,low,low
2021/22,E07000169,Selby,"Agriculture, Horticulture and Animal Care",Female,Other Ethnic Group,Total,low,low
2021/22,E08000033,Calderdale,Science and Mathematics,Female,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000165,Harrogate,Education and Training,Total,Not Provided,1,low,low
2021/22,E08000032,Bradford,Not Applicable/ Not Known,Male,Asian/ Asian British,Total,60,20
2021/22,E07000166,Richmondshire,"Languages, Literature and Culture",Female,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000168,Scarborough,Retail and Commercial Enterprise,Total,Other Ethnic Group,Total,low,low
2021/22,E07000165,Harrogate,"Business, Administration and Law",Male,Not Provided,Not Assigned,low,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Female,Other Ethnic Group,1,low,low
2021/22,E08000032,Bradford,Total,Total,Mixed/ Multiple Ethnic Group,Total,740,520
2021/22,E07000166,Richmondshire,"Health, Public Services and Care",Total,Total,Not Assigned,low,low
2021/22,E07000164,Hambleton,Engineering and Manufacturing Technologies,Female,Other Ethnic Group,2,low,low
2021/22,E08000032,Bradford,"Health, Public Services and Care",Total,Not Provided,1,10,10
2021/22,E08000032,Bradford,"Construction, Planning and the Built Environment",Male,Not Provided,E,low,low
2021/22,E07000163,Craven,"Languages, Literature and Culture",Female,Asian/ Asian British,Total,low,low
2021/22,E07000163,Craven,Engineering and Manufacturing Technologies,Female,White,4+,low,low
2021/22,E07000168,Scarborough,"Arts, Media and Publishing",Total,Asian/ Asian British,1,low,low
2021/22,E08000035,Leeds,"Languages, Literature and Culture",Female,Not Provided,Total,10,10
2021/22,E07000169,Selby,Total,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000034,Kirklees,Total,Female,White,3,400,250
2021/22,E07000169,Selby,Engineering and Manufacturing Technologies,Total,White,Total,50,40
2021/22,E08000032,Bradford,Total,Female,Black/African/Caribbean/Black British,3,70,50
2021/22,E07000163,Craven,"Languages, Literature and Culture",Female,Total,Not Assigned,low,low
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Female,Total,1,10,10
2021/22,E08000033,Calderdale,Total,Male,Asian/ Asian British,1,80,60
2021/22,E07000168,Scarborough,Social Sciences,Male,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E08000033,Calderdale,Total,Total,Mixed/ Multiple Ethnic Group,2,40,30
2021/22,E07000167,Ryedale,Science and Mathematics,Female,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000165,Harrogate,"History, Philosophy and Theology",Total,Not Provided,1,low,low
2021/22,E08000034,Kirklees,Not Applicable/ Not Known,Total,Asian/ Asian British,3,low,low
2021/22,E08000032,Bradford,Not Applicable/ Not Known,Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000034,Kirklees,"Languages, Literature and Culture",Total,Asian/ Asian British,4+,low,low
2021/22,E08000033,Calderdale,"Arts, Media and Publishing",Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000033,Calderdale,"Health, Public Services and Care",Male,White,Not Assigned,low,low
2021/22,E07000167,Ryedale,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000168,Scarborough,"Languages, Literature and Culture",Total,Total,4+,low,low
2021/22,E08000032,Bradford,"Leisure, Travel and Tourism",Male,White,Not Assigned,low,low
2021/22,E08000036,Wakefield,"Leisure, Travel and Tourism",Total,Black/African/Caribbean/Black British,1,low,low
2021/22,E07000168,Scarborough,"Business, Administration and Law",Female,White,Total,70,40
2021/22,E07000169,Selby,Education and Training,Total,Other Ethnic Group,4+,low,low
2021/22,E07000163,Craven,"Languages, Literature and Culture",Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000168,Scarborough,Retail and Commercial Enterprise,Male,Not Provided,2,low,low
2021/22,E08000032,Bradford,"Agriculture, Horticulture and Animal Care",Female,White,E,30,30
2021/22,E07000165,Harrogate,Information and Communication Technology,Female,Asian/ Asian British,1,low,low
2021/22,E07000166,Richmondshire,Social Sciences,Total,Not Provided,Total,low,low
2021/22,E08000033,Calderdale,Social Sciences,Female,Asian/ Asian British,3,low,low
2021/22,E07000163,Craven,Information and Communication Technology,Female,Total,Not Assigned,low,low
2021/22,E08000035,Leeds,"Construction, Planning and the Built Environment",Total,Asian/ Asian British,2,20,10
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Male,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E07000167,Ryedale,Science and Mathematics,Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000167,Ryedale,Total,Female,Not Provided,E,low,low
2021/22,E08000032,Bradford,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000034,Kirklees,"Arts, Media and Publishing",Male,Other Ethnic Group,4+,low,low
2021/22,E07000166,Richmondshire,Information and Communication Technology,Total,Total,E,290,130
2021/22,E08000032,Bradford,Retail and Commercial Enterprise,Total,Asian/ Asian British,Total,620,470
2021/22,E07000169,Selby,Information and Communication Technology,Female,White,2,10,10
2021/22,E08000033,Calderdale,"Business, Administration and Law",Male,Total,4+,low,low
2021/22,E07000163,Craven,"Health, Public Services and Care",Male,Other Ethnic Group,3,low,low
2021/22,E08000036,Wakefield,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000034,Kirklees,Engineering and Manufacturing Technologies,Total,Total,Total,230,140
2021/22,E08000036,Wakefield,Preparation for Life and Work,Total,Total,Not Assigned,70,70
2021/22,E07000167,Ryedale,"History, Philosophy and Theology",Female,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000164,Hambleton,Social Sciences,Female,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000166,Richmondshire,"Languages, Literature and Culture",Female,Other Ethnic Group,Total,10,10
2021/22,E08000036,Wakefield,"Leisure, Travel and Tourism",Total,Not Provided,Not Assigned,low,low
2021/22,E07000163,Craven,Total,Total,White,Not Assigned,10,10
2021/22,E07000169,Selby,Not Applicable/ Not Known,Female,Not Provided,2,low,low
2021/22,E07000167,Ryedale,"Health, Public Services and Care",Female,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000168,Scarborough,"Leisure, Travel and Tourism",Male,White,3,low,low
2021/22,E07000166,Richmondshire,"Health, Public Services and Care",Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000036,Wakefield,Social Sciences,Male,Asian/ Asian British,Total,low,low
2021/22,E07000169,Selby,"Construction, Planning and the Built Environment",Female,Other Ethnic Group,1,low,low
2021/22,E07000166,Richmondshire,"Languages, Literature and Culture",Female,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000034,Kirklees,Education and Training,Male,Total,3,low,low
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Female,Not Provided,Total,low,low
2021/22,E08000036,Wakefield,"Arts, Media and Publishing",Total,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000169,Selby,Total,Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000167,Ryedale,Not Applicable/ Not Known,Total,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000165,Harrogate,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000034,Kirklees,Not Applicable/ Not Known,Total,Not Provided,4+,low,low
2021/22,E07000163,Craven,Not Applicable/ Not Known,Female,Asian/ Asian British,E,low,low
2021/22,E07000165,Harrogate,"Health, Public Services and Care",Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Female,Other Ethnic Group,E,low,low
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Total,Other Ethnic Group,1,low,low
2021/22,E07000169,Selby,Preparation for Life and Work,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000167,Ryedale,Science and Mathematics,Female,Asian/ Asian British,Total,low,low
2021/22,E08000033,Calderdale,Education and Training,Total,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000035,Leeds,Engineering and Manufacturing Technologies,Total,Other Ethnic Group,2,10,10
2021/22,E07000169,Selby,"History, Philosophy and Theology",Male,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E07000167,Ryedale,Engineering and Manufacturing Technologies,Total,Black/African/Caribbean/Black British,2,low,low
2021/22,E08000033,Calderdale,Information and Communication Technology,Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000036,Wakefield,"Arts, Media and Publishing",Female,Not Provided,4+,low,low
2021/22,E07000163,Craven,"Business, Administration and Law",Male,White,1,10,10
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Male,White,1,10,10
2021/22,E07000169,Selby,Information and Communication Technology,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000036,Wakefield,Science and Mathematics,Male,Total,Not Assigned,low,low
2021/22,E08000036,Wakefield,"Leisure, Travel and Tourism",Total,Not Provided,3,20,10
2021/22,E07000166,Richmondshire,Education and Training,Total,Total,4+,low,low
2021/22,E08000033,Calderdale,"Construction, Planning and the Built Environment",Female,Not Provided,3,low,low
2021/22,E08000035,Leeds,"Health, Public Services and Care",Total,Total,Total,3820,2840
2021/22,E08000035,Leeds,"Languages, Literature and Culture",Female,Not Provided,3,low,low
2021/22,E08000034,Kirklees,"Leisure, Travel and Tourism",Female,Asian/ Asian British,E,low,low
2021/22,E08000036,Wakefield,"Health, Public Services and Care",Total,Black/African/Caribbean/Black British,2,50,30
2021/22,E08000032,Bradford,Total,Female,Total,Not Assigned,310,250
2021/22,E07000165,Harrogate,Total,Total,Not Provided,2,10,10
2021/22,E07000169,Selby,"Leisure, Travel and Tourism",Total,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000033,Calderdale,"Business, Administration and Law",Female,Total,4+,10,low
2021/22,E07000168,Scarborough,Not Applicable/ Not Known,Total,Black/African/Caribbean/Black British,Total,low,low
2021/22,E08000036,Wakefield,"Arts, Media and Publishing",Female,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000036,Wakefield,Engineering and Manufacturing Technologies,Total,White,Total,140,80
2021/22,E08000034,Kirklees,"Languages, Literature and Culture",Female,Black/African/Caribbean/Black British,2,10,10
2021/22,E07000164,Hambleton,Social Sciences,Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Female,Other Ethnic Group,Not Assigned,low,low
2021/22,E08000034,Kirklees,Education and Training,Female,White,Total,140,110
2021/22,E08000033,Calderdale,Education and Training,Total,Total,4+,10,10
2021/22,E08000035,Leeds,Engineering and Manufacturing Technologies,Total,White,1,40,30
2021/22,E07000163,Craven,Preparation for Life and Work,Male,Total,2,20,20
2021/22,E07000167,Ryedale,"Health, Public Services and Care",Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E08000034,Kirklees,"Languages, Literature and Culture",Female,White,Total,110,90
2021/22,E07000166,Richmondshire,Total,Total,Other Ethnic Group,3,low,low
2021/22,E08000034,Kirklees,"Agriculture, Horticulture and Animal Care",Total,White,Not Assigned,low,low
2021/22,E07000168,Scarborough,"History, Philosophy and Theology",Total,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000164,Hambleton,"Leisure, Travel and Tourism",Male,Asian/ Asian British,E,low,low
2021/22,E07000166,Richmondshire,Retail and Commercial Enterprise,Total,White,Total,50,40
2021/22,E08000034,Kirklees,Education and Training,Total,Asian/ Asian British,Total,250,190
2021/22,E07000168,Scarborough,"Health, Public Services and Care",Female,Not Provided,Not Assigned,low,low
2021/22,E08000032,Bradford,"Arts, Media and Publishing",Male,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E08000033,Calderdale,Retail and Commercial Enterprise,Total,White,E,70,70
2021/22,E07000166,Richmondshire,"History, Philosophy and Theology",Total,Other Ethnic Group,1,low,low
2021/22,E08000034,Kirklees,"Arts, Media and Publishing",Female,Total,4+,low,low
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Total,Asian/ Asian British,2,low,low
2021/22,E07000165,Harrogate,Social Sciences,Total,Asian/ Asian British,Not Assigned,low,low
2021/22,E08000036,Wakefield,Information and Communication Technology,Female,Total,Not Assigned,low,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Female,Total,4+,low,low
2021/22,E08000036,Wakefield,Total,Female,Not Provided,Total,30,10
2021/22,E07000165,Harrogate,Science and Mathematics,Total,White,E,low,low
2021/22,E08000036,Wakefield,"Arts, Media and Publishing",Total,White,Total,170,150
2021/22,E07000167,Ryedale,"Arts, Media and Publishing",Male,Total,1,low,low
2021/22,E08000036,Wakefield,Education and Training,Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000168,Scarborough,Science and Mathematics,Total,Black/African/Caribbean/Black British,Total,low,low
2021/22,E08000036,Wakefield,Engineering and Manufacturing Technologies,Female,Total,1,low,low
2021/22,E08000036,Wakefield,Science and Mathematics,Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000167,Ryedale,Information and Communication Technology,Total,Other Ethnic Group,Total,low,low
2021/22,E07000169,Selby,Science and Mathematics,Female,Not Provided,2,low,low
2021/22,E07000168,Scarborough,Retail and Commercial Enterprise,Female,Total,3,20,10
2021/22,E07000167,Ryedale,"Health, Public Services and Care",Female,Not Provided,1,low,low
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000163,Craven,Not Applicable/ Not Known,Total,Total,Total,10,10
2021/22,E07000168,Scarborough,"History, Philosophy and Theology",Male,Not Provided,4+,low,low
2021/22,E07000169,Selby,"Health, Public Services and Care",Male,Not Provided,3,low,low
2021/22,E08000034,Kirklees,Information and Communication Technology,Total,Other Ethnic Group,3,low,low
2021/22,E08000032,Bradford,"History, Philosophy and Theology",Male,Asian/ Asian British,Total,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Female,Mixed/ Multiple Ethnic Group,4+,low,low
