Local Area,JobFunction Growth Rank,JobFunction Name,Job Growth Rank,Job Name,Skill Rank,Top 10 List of Skills Needed for the Job,Top 10 List of Skills Added by Members in Chamber Region occupied with the Job,"<--This job list contains ALL jobs that have been growing in demand from 2017 to 2021, categorized into Job Functions for readability"
West Yorkshire,16,Arts and Design,1,User Experience Designer,3,User Interface Design,User Experience (UX),NA
West Yorkshire,16,Arts and Design,1,User Experience Designer,4,Interaction Design,Prototyping,NA
West Yorkshire,16,Arts and Design,1,User Experience Designer,5,User Experience (UX),User-centered Design,NA
West Yorkshire,16,Arts and Design,1,User Experience Designer,6,User-centered Design,Interaction Design,NA
West Yorkshire,16,Arts and Design,1,User Experience Designer,7,Usability Testing,User Interface Design,NA
West Yorkshire,16,Arts and Design,1,User Experience Designer,8,Sketch App,Information Architecture,NA
West Yorkshire,16,Arts and Design,1,User Experience Designer,9,Information Architecture,InVision,NA
West Yorkshire,16,Arts and Design,1,User Experience Designer,10,Prototyping,Visual Design,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,1,Motion Design,Motion Graphics,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,2,Motion Graphics,Motion Design,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,3,Cinema 4D,Cinema 4D,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,4,After Effects,After Effects,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,5,Animation,Graphic Design,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,6,Adobe Illustrator,Animation,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,7,Adobe Premiere Pro,Storyboarding,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,8,Graphic Design,Adobe Illustrator,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,9,Adobe Creative Suite,Adobe Premiere Pro,NA
West Yorkshire,16,Arts and Design,2,Motion Graphic Designer,10,Video Editing,Adobe Creative Suite,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,1,Revit,Revit,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,2,Architectural Design,SketchUp,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,3,SketchUp,AutoCAD,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,4,Architecture,Architectural Design,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,5,Architectural Drawings,Architecture,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,6,AutoCAD,Architectural Drawings,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,7,Model Making,Adobe InDesign,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,8,Vectorworks,Adobe Photoshop,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,9,Adobe InDesign,Model Making,NA
West Yorkshire,16,Arts and Design,3,Architectural Assistant,10,AutoCAD Architecture,ARCHICAD,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,1,Revit,Revit,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,2,Construction Drawings,Building Information Modeling (BIM),NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,3,Architectural Design,AutoCAD,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,4,Architectural Drawings,Construction Drawings,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,5,AutoCAD,Architecture,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,6,Building Information Modeling (BIM),Navisworks,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,7,Architecture,Architectural Design,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,8,SketchUp,Construction,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,9,AutoCAD Architecture,SketchUp,NA
West Yorkshire,16,Arts and Design,4,Architectural Technician,10,Residential Design,Architectural Drawings,NA
West Yorkshire,16,Arts and Design,5,3D Artist,1,Texturing,Autodesk Maya,NA
West Yorkshire,16,Arts and Design,5,3D Artist,2,3D Modeling,3D,NA
West Yorkshire,16,Arts and Design,5,3D Artist,3,3D,Texturing,NA
West Yorkshire,16,Arts and Design,5,3D Artist,4,ZBrush,Substance Painter,NA
West Yorkshire,16,Arts and Design,5,3D Artist,5,Autodesk Maya,ZBrush,NA
West Yorkshire,16,Arts and Design,5,3D Artist,6,Substance Painter,3D Modeling,NA
West Yorkshire,16,Arts and Design,5,3D Artist,7,Autodesk 3ds Max,Autodesk 3ds Max,NA
West Yorkshire,16,Arts and Design,5,3D Artist,8,Animation,3D Rendering,NA
West Yorkshire,16,Arts and Design,5,3D Artist,9,V-Ray,Unreal Engine 4,NA
West Yorkshire,16,Arts and Design,5,3D Artist,10,3D Rendering,Unity,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,1,Product Design,Product Design,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,2,User-centered Design,Sketching,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,3,Wireframing,SOLIDWORKS,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,4,User Interface Design,Design Thinking,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,5,Prototyping,User Interface Design,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,6,User Experience Design (UED),Product Development,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,7,Interaction Design,Adobe Creative Suite,NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,8,User Experience (UX),Computer-Aided Design (CAD),NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,9,Visual Design,User Experience Design (UED),NA
West Yorkshire,16,Arts and Design,6,Product Design Consultant,10,Design Thinking,User Experience (UX),NA
West Yorkshire,16,Arts and Design,7,Vice President Design,1,Design Management,Design Management,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,2,Concept Development,Graphic Design,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,3,Construction,Design,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,4,AutoCAD,Brand Development,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,5,Construction Management,Computer-Aided Design (CAD),NA
West Yorkshire,16,Arts and Design,7,Vice President Design,6,Value Engineering,Adobe Illustrator,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,7,Adobe Illustrator,Product Development,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,8,Art Direction,AutoCAD,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,9,Brand Development,Art Direction,NA
West Yorkshire,16,Arts and Design,7,Vice President Design,10,Graphic Design,Branding & Identity,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,1,Revit,Revit,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,2,Construction Drawings,Architectural Design,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,3,Architectural Design,AutoCAD,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,4,Architectural Drawings,Construction Drawings,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,5,Architecture,Architecture,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,6,Building Information Modeling (BIM),Building Information Modeling (BIM),NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,7,AutoCAD,Architectural Drawings,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,8,Sustainable Design,SketchUp,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,9,SketchUp,Construction,NA
West Yorkshire,16,Arts and Design,8,Architectural Technologist,10,AutoCAD Architecture,AutoCAD Architecture,NA
West Yorkshire,17,Sales,1,Software Account Executive,1,Solution Selling,Account Management,NA
West Yorkshire,17,Sales,1,Software Account Executive,2,Enterprise Software,Sales,NA
West Yorkshire,17,Sales,1,Software Account Executive,3,Software as a Service (SaaS),Management,NA
West Yorkshire,17,Sales,1,Software Account Executive,4,Channel Partners,Customer Service,NA
West Yorkshire,17,Sales,1,Software Account Executive,5,Account Management,NA,NA
West Yorkshire,17,Sales,1,Software Account Executive,6,Cloud Computing,NA,NA
West Yorkshire,17,Sales,1,Software Account Executive,7,Customer Relationship Management (CRM),NA,NA
West Yorkshire,17,Sales,1,Software Account Executive,8,Direct Sales,NA,NA
West Yorkshire,17,Sales,1,Software Account Executive,9,Managed Services,NA,NA
West Yorkshire,17,Sales,1,Software Account Executive,10,Salesforce.com,NA,NA
West Yorkshire,17,Sales,2,Retail Specialist,1,Retail,Retail Sales,NA
West Yorkshire,17,Sales,2,Retail Specialist,2,Retail Sales,Retail,NA
West Yorkshire,17,Sales,2,Retail Specialist,3,Visual Merchandising,Sales,NA
West Yorkshire,17,Sales,2,Retail Specialist,4,Merchandising,Visual Merchandising,NA
West Yorkshire,17,Sales,2,Retail Specialist,5,Store Management,Time Management,NA
West Yorkshire,17,Sales,2,Retail Specialist,6,Sales,Teamwork,NA
West Yorkshire,17,Sales,2,Retail Specialist,7,Fashion,Customer Service,NA
West Yorkshire,17,Sales,2,Retail Specialist,8,Time Management,Store Management,NA
West Yorkshire,17,Sales,2,Retail Specialist,9,Product Knowledge,Communication,NA
West Yorkshire,17,Sales,2,Retail Specialist,10,Customer Service,Merchandising,NA
West Yorkshire,17,Sales,3,Keyholder,1,Retail Sales,Retail,NA
West Yorkshire,17,Sales,3,Keyholder,2,Visual Merchandising,Time Management,NA
West Yorkshire,17,Sales,3,Keyholder,3,Retail,Teamwork,NA
West Yorkshire,17,Sales,3,Keyholder,4,Merchandising,Organization Skills,NA
West Yorkshire,17,Sales,3,Keyholder,5,Sales,Sales,NA
West Yorkshire,17,Sales,3,Keyholder,6,Fashion,Retail Sales,NA
West Yorkshire,17,Sales,3,Keyholder,7,Time Management,Customer Service,NA
West Yorkshire,17,Sales,3,Keyholder,8,Cash Handling,Merchandising,NA
West Yorkshire,17,Sales,3,Keyholder,9,Customer Service,Communication,NA
West Yorkshire,17,Sales,3,Keyholder,10,Store Management,Team Leadership,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,1,Automotive Parts,Automotive,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,2,Automotive Aftermarket,Automotive Parts,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,3,Automotive,Automotive Aftermarket,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,4,Parts Ordering,Customer Satisfaction,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,5,Customer Satisfaction,Purchasing,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,6,Parts Sourcing,Customer Retention,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,7,Customer Retention,Team Building,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,8,Spare Parts,Sales Management,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,9,Service Parts,Inventory Management,NA
West Yorkshire,17,Sales,4,Parts Sales Specialist,10,Warranty,Sales,NA
West Yorkshire,17,Sales,5,Director of Account Management,1,Integrated Marketing,Account Management,NA
West Yorkshire,17,Sales,5,Director of Account Management,2,Account Management,Integrated Marketing,NA
West Yorkshire,17,Sales,5,Director of Account Management,3,Digital Strategy,Marketing Strategy,NA
West Yorkshire,17,Sales,5,Director of Account Management,4,Digital Marketing,Strategy,NA
West Yorkshire,17,Sales,5,Director of Account Management,5,Marketing Strategy,Brand Development,NA
West Yorkshire,17,Sales,5,Director of Account Management,6,Brand Development,Digital Marketing,NA
West Yorkshire,17,Sales,5,Director of Account Management,7,Advertising,Business Development,NA
West Yorkshire,17,Sales,5,Director of Account Management,8,Online Advertising,Advertising,NA
West Yorkshire,17,Sales,5,Director of Account Management,9,Digital Media,Marketing,NA
West Yorkshire,17,Sales,5,Director of Account Management,10,Direct Marketing,Email Marketing,NA
West Yorkshire,17,Sales,6,Retail Business Manager,1,E-Commerce,E-Commerce,NA
West Yorkshire,17,Sales,6,Retail Business Manager,2,Google Analytics,Search Engine Optimization (SEO),NA
West Yorkshire,17,Sales,6,Retail Business Manager,3,Search Engine Optimization (SEO),Digital Marketing,NA
West Yorkshire,17,Sales,6,Retail Business Manager,4,Magento,Marketing Strategy,NA
West Yorkshire,17,Sales,6,Retail Business Manager,5,Digital Marketing,Sales,NA
West Yorkshire,17,Sales,6,Retail Business Manager,6,Online Marketing,Business Development,NA
West Yorkshire,17,Sales,6,Retail Business Manager,7,Shopify,Account Management,NA
West Yorkshire,17,Sales,6,Retail Business Manager,8,Pay Per Click (PPC),Management,NA
West Yorkshire,17,Sales,6,Retail Business Manager,9,Email Marketing,Social Media,NA
West Yorkshire,17,Sales,6,Retail Business Manager,10,E-commerce Optimization,Microsoft Excel,NA
West Yorkshire,17,Sales,7,Head Of Sales,1,Sales Management,Sales Management,NA
West Yorkshire,17,Sales,7,Head Of Sales,2,Sales Operations,Account Management,NA
West Yorkshire,17,Sales,7,Head Of Sales,3,Business-to-Business (B2B),Business Development,NA
West Yorkshire,17,Sales,7,Head Of Sales,4,Sales Strategy,Sales,NA
West Yorkshire,17,Sales,7,Head Of Sales,5,Sales Processes,Business-to-Business (B2B),NA
West Yorkshire,17,Sales,7,Head Of Sales,6,Marketing Strategy,Negotiation,NA
West Yorkshire,17,Sales,7,Head Of Sales,7,Account Management,Marketing Strategy,NA
West Yorkshire,17,Sales,7,Head Of Sales,8,Business Development,Customer Relationship Management (CRM),NA
West Yorkshire,17,Sales,7,Head Of Sales,9,Sales,Strategy,NA
West Yorkshire,17,Sales,7,Head Of Sales,10,Business Strategy,Sales Processes,NA
West Yorkshire,17,Sales,8,Account Coordinator,1,Account Coordination,Recruiting,NA
West Yorkshire,17,Sales,8,Account Coordinator,2,Account Management,Account Management,NA
West Yorkshire,17,Sales,8,Account Coordinator,3,Recruiting,Time Management,NA
West Yorkshire,17,Sales,8,Account Coordinator,4,Recruitment Advertising,Sales,NA
West Yorkshire,17,Sales,8,Account Coordinator,5,Temporary Staffing,Microsoft Office,NA
